workclass,occupation,gender,hours-per-week,marital-status,relationship,race,native-country,age,capital-gain,education,capital-loss,fnlwgt,income
6,12,1,40,2,0,4,39,54,0,11,0,168723,0
4,10,1,45,4,1,4,39,30,13550,9,0,347166,1
2,11,1,57,2,0,4,39,34,0,11,0,213722,1
4,14,0,38,4,4,2,39,42,0,11,0,196797,0
5,4,0,75,5,4,4,39,50,0,15,0,207246,0
1,1,1,40,2,0,2,39,34,0,15,0,199934,1
4,3,1,33,4,3,4,39,23,0,8,0,272185,0
0,0,1,25,4,4,1,30,27,0,9,0,190650,0
0,0,1,5,6,1,4,39,81,0,9,0,147097,0
4,7,0,40,4,4,2,39,47,6849,1,0,266281,0
4,3,1,40,2,0,4,39,57,0,4,0,96779,0
0,0,0,56,2,5,4,39,65,0,8,0,117162,1
4,10,1,50,4,1,2,39,33,0,12,0,188352,0
4,3,0,48,0,4,4,39,37,0,11,0,359131,0
4,4,0,40,4,4,4,39,53,0,9,0,198824,0
7,1,0,40,4,1,4,39,27,0,9,0,68393,0
4,3,1,50,2,0,4,39,47,0,11,0,115613,1
4,10,1,50,2,0,4,39,42,0,7,0,45363,0
4,10,1,40,4,1,2,39,39,4787,15,0,121590,1
2,4,1,40,2,0,4,39,58,0,9,0,292379,0
4,1,1,24,4,2,4,39,20,0,11,0,482732,0
4,7,1,40,4,2,4,39,19,0,11,0,198663,0
4,3,1,35,2,0,4,39,39,0,11,0,230329,0
4,4,1,44,0,1,4,39,51,0,11,0,29887,0
4,12,0,40,0,1,4,11,52,0,11,0,194259,0
4,1,0,50,4,1,4,39,53,0,15,0,126368,1
4,12,1,40,2,0,4,39,50,0,15,0,108446,0
4,7,1,40,0,1,4,39,36,0,11,0,220696,0
4,13,0,72,4,1,4,39,30,0,9,0,32008,0
4,1,0,40,4,4,2,0,30,0,15,0,191777,0
4,12,1,55,2,0,4,39,50,0,11,0,185846,1
4,9,0,40,6,1,4,39,76,0,5,0,127016,0
6,12,1,40,2,0,4,39,46,0,9,2415,102308,1
4,6,1,40,4,3,2,39,24,0,15,0,157894,0
4,12,1,40,2,0,4,39,26,2885,11,0,345405,0
6,10,1,50,2,0,4,39,56,0,14,1977,94156,1
4,10,1,40,2,0,4,39,50,15024,9,0,145409,1
4,3,1,40,2,0,4,39,22,2407,15,0,190968,0
2,10,0,35,4,1,4,39,23,0,9,0,212803,0
4,4,1,50,2,0,4,39,51,0,11,0,168660,0
4,14,1,40,2,0,4,39,58,0,0,0,234481,0
4,8,0,24,2,5,2,14,38,0,6,0,131461,0
4,7,1,40,2,0,4,39,45,0,15,0,408773,1
6,12,1,40,6,1,4,39,55,0,11,0,126117,0
4,12,1,60,2,0,4,39,45,0,15,0,155489,1
4,7,1,45,0,1,4,39,42,0,15,0,296749,0
7,1,1,46,2,0,4,39,44,0,9,0,185832,1
4,10,1,50,2,0,4,39,60,0,9,0,43235,1
4,12,1,40,4,1,4,39,27,0,15,0,213152,0
2,4,1,40,2,0,4,39,25,0,15,0,334267,1
0,0,0,24,0,1,4,39,61,0,9,0,253101,0
4,4,1,50,2,0,4,39,43,15024,11,0,64631,1
2,13,1,40,4,1,4,39,44,0,8,1340,193882,0
4,8,0,41,6,1,4,39,63,0,5,0,71800,0
2,10,0,43,4,1,4,39,46,0,12,0,170092,0
4,4,1,40,2,0,4,39,47,0,15,0,198223,0
4,12,1,40,0,1,2,39,37,0,15,0,359796,0
4,4,0,40,5,4,2,39,43,0,11,0,110556,0
4,10,1,35,2,0,4,39,46,0,12,0,196858,1
0,0,0,35,2,5,2,39,48,0,0,0,112860,0
6,4,0,90,3,1,4,39,61,0,7,0,224784,0
1,1,1,40,2,0,2,39,53,0,11,1977,271544,1
0,0,1,35,2,0,4,39,79,1409,5,0,142171,0
4,3,1,30,4,1,4,39,44,0,11,0,221172,0
4,4,1,45,2,0,4,39,54,0,11,0,256916,0
4,10,0,40,4,3,4,39,22,0,15,0,157332,0
1,14,1,50,2,0,2,39,47,0,11,0,192894,1
4,8,0,20,4,3,4,39,18,0,11,0,240183,0
4,3,1,40,2,0,4,26,25,0,0,0,204338,0
4,1,0,40,4,3,4,20,24,0,15,0,122166,0
2,1,1,40,2,0,4,39,37,0,9,0,397877,1
4,1,0,40,0,4,4,39,51,0,15,2547,115066,1
6,3,1,60,2,0,4,39,35,7298,11,0,170174,1
4,1,0,34,4,3,4,39,59,0,15,0,171015,0
4,3,1,40,3,1,1,30,46,0,15,0,91262,0
2,11,1,60,2,0,4,39,45,0,8,0,127678,1
4,8,1,15,4,3,4,39,19,0,11,0,263338,0
4,1,0,28,4,3,4,39,22,0,11,0,129508,0
4,3,1,40,2,0,4,39,41,0,9,0,192107,0
6,4,1,40,2,0,4,39,33,0,11,0,93930,0
1,1,0,40,4,1,2,39,26,0,11,0,207537,0
4,6,1,35,2,0,4,39,22,0,15,0,138542,0
6,10,1,65,2,0,4,39,29,0,11,0,116207,1
4,1,0,39,4,1,4,39,22,0,11,0,198244,0
4,13,1,10,2,0,4,39,34,0,7,2042,90614,0
4,6,1,40,2,3,4,39,23,0,2,0,211160,0
4,1,1,50,2,0,4,39,20,3781,11,0,194630,0
4,10,0,40,4,1,1,39,25,0,9,0,161478,0
4,1,1,40,2,0,4,39,59,0,11,0,144071,1
4,3,1,55,2,0,4,39,44,4386,15,0,167005,0
4,13,1,40,2,0,4,39,55,0,15,0,342121,0
6,1,0,1,6,1,4,39,77,0,15,1944,71676,0
4,4,1,40,2,0,4,39,42,0,12,0,124692,1
4,3,1,40,2,0,4,39,47,0,11,0,147236,1
4,7,1,40,2,0,4,39,42,0,15,0,145175,0
4,3,1,40,2,0,4,39,45,0,15,0,259323,0
4,8,1,40,2,0,4,13,23,0,11,0,154978,0
0,0,1,40,2,0,4,39,60,0,6,0,163946,0
4,3,1,40,4,1,4,39,23,0,15,0,127768,0
4,3,1,40,2,0,4,39,52,0,11,0,98588,0
4,3,1,40,2,0,4,39,49,0,11,0,192894,1
4,3,1,40,4,3,4,39,20,0,15,0,194848,0
4,8,0,20,4,1,4,39,20,0,11,0,34446,0
2,8,0,45,4,3,4,39,23,0,11,0,177265,0
4,3,1,65,0,1,4,39,30,0,15,0,142977,0
4,6,1,48,2,0,4,39,45,0,11,0,241350,1
4,8,1,35,6,1,4,39,30,0,14,0,154882,0
4,8,0,20,4,3,4,39,17,0,6,0,60562,0
4,12,1,40,4,1,4,39,22,0,11,0,142566,0
4,6,1,40,4,3,4,39,25,0,9,0,176162,0
4,4,1,55,2,0,4,2,52,15024,15,0,186303,1
4,13,0,40,2,5,4,39,40,0,15,0,237671,1
0,0,1,30,4,3,2,39,18,0,0,0,184416,0
4,4,1,45,2,0,4,39,58,0,11,0,68624,0
4,3,1,50,2,0,4,39,30,0,11,0,229504,0
4,6,1,40,2,0,4,39,59,3942,0,0,340591,0
4,8,0,30,4,1,2,23,29,0,15,0,262208,0
4,10,0,40,0,4,4,39,26,0,8,0,236008,0
2,10,0,10,6,4,1,24,39,0,9,0,214284,0
4,4,1,50,2,0,4,39,33,0,9,0,169496,1
0,0,0,40,4,3,4,39,21,0,15,0,205940,0
4,12,1,24,4,3,4,39,22,0,15,0,195179,0
4,3,1,40,2,3,4,39,25,0,15,0,469697,0
0,0,0,20,4,3,4,39,19,0,15,0,140242,0
4,10,0,40,5,4,2,39,44,0,15,0,214415,0
4,12,0,40,0,3,4,39,35,0,11,0,452283,0
4,6,1,40,2,0,4,39,40,0,11,0,244172,0
4,1,0,20,4,3,4,39,19,0,1,0,231972,0
4,3,1,35,2,0,4,26,37,0,11,0,412296,1
4,13,1,40,2,0,4,39,32,0,8,0,30497,0
6,14,1,65,0,1,4,39,52,0,11,0,189216,0
4,3,1,41,2,0,4,39,36,0,11,0,268292,0
4,3,0,40,0,4,4,39,38,0,15,0,69306,0
7,7,1,39,0,1,2,39,57,0,9,0,111224,0
7,1,0,15,4,1,4,39,22,0,15,0,309348,0
0,0,1,8,2,0,4,2,80,0,11,0,174995,0
4,1,0,35,4,3,4,39,20,0,15,0,210781,0
4,7,1,36,5,1,2,39,40,0,1,0,286750,0
6,5,1,50,2,0,4,39,36,0,9,0,321274,0
4,1,0,40,0,4,4,39,27,0,11,0,192936,0
4,1,0,50,3,1,4,39,52,0,11,0,72743,0
4,14,0,44,5,4,4,39,43,0,11,0,187861,0
4,14,1,40,2,0,4,39,35,0,11,0,179579,0
4,5,1,40,2,0,2,39,29,0,11,0,663394,0
4,7,1,40,4,3,4,39,27,0,15,0,302422,0
0,0,0,25,2,5,4,39,24,0,11,0,154373,0
2,4,1,40,2,0,4,39,49,0,12,0,37353,1
6,3,1,30,5,1,4,39,26,0,15,0,109609,0
4,8,1,32,0,1,4,39,47,0,11,0,184402,0
4,1,0,40,4,3,4,39,20,0,15,0,224640,0
4,6,1,40,4,3,4,39,19,0,11,0,405526,0
4,10,1,50,4,1,4,39,34,0,12,2258,36385,0
4,1,0,40,4,3,4,39,20,0,11,0,147884,0
4,10,1,35,5,3,4,39,23,0,1,0,164231,0
4,12,1,40,4,1,4,39,25,0,9,0,383306,0
4,6,1,36,4,3,4,39,21,0,11,0,417668,0
4,7,1,40,4,3,4,39,25,0,11,0,161007,0
7,11,1,32,2,0,4,39,63,0,15,0,99823,0
4,13,0,50,4,1,4,39,25,0,9,0,37379,0
4,7,0,40,4,3,4,39,28,0,11,0,148645,0
4,10,1,60,4,1,4,39,39,0,12,0,180477,1
4,13,0,40,4,1,4,39,28,4865,15,0,123147,0
4,4,1,45,2,0,4,39,30,0,9,0,111415,1
2,10,0,40,0,4,4,39,41,0,8,0,107327,0
2,8,0,30,0,1,4,39,52,4865,7,0,146565,0
4,3,1,40,2,0,4,39,36,4064,11,0,267556,0
4,4,1,40,2,0,4,39,47,0,9,1887,284871,1
4,8,1,50,4,3,4,26,27,0,6,0,194690,0
1,13,0,40,2,5,4,39,32,0,15,0,145983,0
4,12,1,45,2,0,4,39,52,99999,11,0,163998,1
4,14,1,70,2,0,4,39,50,0,11,0,128478,0
4,1,1,30,4,2,4,27,21,0,15,0,250647,0
4,1,0,37,0,4,4,39,60,0,11,0,226949,0
4,8,1,36,2,0,0,39,47,0,1,0,157901,0
6,5,1,60,2,0,4,39,54,0,11,0,33863,1
2,10,1,50,4,1,4,39,32,0,12,0,40444,0
4,12,1,40,2,0,4,39,61,0,15,0,54373,0
4,3,1,40,4,1,4,39,21,0,11,1504,52753,0
6,4,1,45,2,2,4,39,29,4386,15,0,104423,1
2,8,0,70,4,4,2,39,36,0,11,0,305714,0
2,14,1,20,2,0,4,39,38,0,11,0,167440,0
4,7,1,52,6,1,4,39,59,0,0,0,291529,0
4,1,1,40,2,0,4,39,43,0,15,0,243380,0
4,7,1,10,4,1,4,39,19,0,1,0,38619,0
4,10,1,40,2,0,4,39,42,5013,9,0,230684,0
4,4,1,45,2,0,4,39,33,0,15,0,132601,0
4,8,0,40,2,5,2,39,47,5013,11,0,193285,0
4,4,1,40,2,0,4,39,51,7298,11,0,279156,1
4,12,1,40,4,1,4,39,28,0,15,0,339372,0
4,1,0,43,0,4,4,39,61,0,15,0,101265,0
4,10,0,60,4,1,4,39,23,0,9,0,117789,0
4,3,1,40,2,0,4,39,31,0,6,0,312667,0
6,4,1,55,0,1,4,39,38,0,1,0,255503,0
4,6,1,40,4,2,4,26,21,0,6,0,221955,0
4,3,1,50,4,3,4,39,22,0,11,0,139190,0
4,10,1,40,2,0,4,39,35,0,12,1887,185556,1
1,4,1,48,2,0,4,39,53,0,9,0,84278,1
4,4,0,24,2,5,4,39,40,0,11,0,114580,1
4,1,1,50,2,0,4,39,36,0,11,0,185405,1
6,14,1,65,2,0,4,39,33,0,11,0,199539,0
4,1,0,50,4,1,4,39,23,0,11,0,346480,0
2,3,1,40,2,0,4,39,51,4386,11,0,349431,1
4,12,1,48,4,2,4,39,31,0,11,0,219619,0
2,1,0,40,5,1,4,39,28,5721,11,0,127491,0
6,12,1,40,0,1,4,39,26,0,9,0,253899,0
4,11,1,60,0,1,2,39,32,0,9,0,155232,1
4,10,1,45,4,1,4,39,43,0,9,0,182437,1
4,8,0,50,4,1,4,39,19,0,11,0,530454,0
4,6,0,40,0,4,2,39,46,0,1,0,101430,0
2,10,1,45,2,0,4,39,49,0,10,0,358668,1
4,8,0,40,4,1,4,39,31,0,0,0,90668,0
4,4,1,40,2,0,4,39,45,0,9,0,126141,1
4,5,1,40,2,0,4,26,41,0,4,0,238355,0
4,8,0,15,4,3,4,39,22,0,15,0,194031,0
4,10,0,40,4,1,4,39,25,0,9,1876,117833,0
4,10,1,50,5,1,4,39,46,0,14,0,249686,1
6,3,1,40,2,0,4,39,44,0,15,0,219591,0
4,7,1,40,2,0,4,39,25,0,11,0,221757,0
4,4,1,40,4,1,4,39,30,0,9,0,80625,0
4,4,1,60,2,0,4,39,54,0,9,0,185407,1
4,3,1,45,2,0,4,39,34,0,9,0,163110,1
0,0,1,40,4,1,4,39,34,0,11,0,24504,0
4,10,1,55,2,0,4,39,30,0,9,1902,159187,1
4,4,0,60,4,3,4,39,21,2174,8,0,100462,0
4,10,0,40,4,1,4,39,27,0,9,0,192936,0
4,3,1,40,4,3,4,39,29,0,15,0,145011,0
5,4,1,40,2,0,4,39,60,0,15,0,181196,1
6,5,1,70,2,0,4,39,36,0,12,0,37778,0
4,12,0,40,4,3,4,39,27,0,12,0,60288,0
6,8,1,48,2,0,4,39,57,0,15,0,84231,0
4,8,0,5,2,3,1,40,24,0,3,0,52028,0
4,3,1,22,0,4,4,39,63,0,15,0,318763,0
4,11,1,40,2,0,4,39,29,0,9,0,168138,1
4,4,1,40,2,0,4,39,34,0,9,0,113530,0
4,8,1,40,4,1,4,39,27,0,11,0,321896,0
4,13,0,40,0,4,4,39,31,0,8,0,145791,0
4,3,1,40,2,0,4,39,31,0,9,0,131425,0
4,1,0,20,0,4,4,39,55,4650,15,0,145214,0
2,3,1,99,2,0,4,39,64,0,11,0,142166,0
4,12,0,35,4,2,2,39,20,0,11,0,494784,0
6,5,1,60,2,0,4,39,44,15024,11,0,172479,1
4,14,1,50,0,1,4,39,35,0,1,0,184655,0
2,4,0,40,0,1,4,39,41,0,15,0,26669,0
4,4,0,40,0,3,2,39,38,0,15,0,191479,0
4,7,1,40,4,3,4,0,21,0,15,0,86625,0
7,3,1,45,2,0,4,39,64,0,9,0,111795,1
4,6,1,40,4,1,2,39,42,0,5,2205,242564,0
4,4,1,50,2,0,4,11,31,0,15,0,364657,1
6,14,1,50,2,0,4,39,42,0,7,0,436107,0
4,8,0,35,2,5,4,39,35,0,7,0,272476,1
1,4,0,40,0,4,2,39,36,0,15,0,47310,1
4,7,1,30,4,2,4,26,23,0,2,0,283796,0
4,1,1,14,4,3,4,39,20,0,15,0,161092,0
2,10,0,40,4,1,2,39,26,0,9,0,265230,0
1,14,1,65,4,1,2,39,56,0,9,2001,61885,0
4,8,0,40,0,1,4,39,40,0,7,0,150471,0
4,6,1,24,4,3,4,39,19,0,1,0,183041,0
4,7,0,40,4,1,2,39,33,0,11,0,176673,0
1,1,1,40,4,1,4,4,45,0,7,0,235891,0
4,10,1,43,2,0,4,39,41,7688,11,0,163287,1
4,8,1,40,2,0,4,39,29,0,11,0,164040,0
2,10,0,45,2,5,4,39,46,0,12,0,324561,1
4,14,1,45,2,0,4,39,48,0,7,0,99127,0
4,12,1,45,2,0,4,39,38,0,11,0,334999,0
4,1,0,40,4,3,2,39,29,0,15,0,543477,0
4,3,1,40,2,0,4,39,35,0,11,0,65876,0
2,11,1,30,2,0,2,39,59,0,9,0,105866,0
4,8,1,40,2,3,4,39,27,0,11,0,214858,0
4,6,1,40,2,0,4,39,43,0,15,0,154076,1
4,4,1,20,2,0,4,5,70,0,9,0,280307,0
4,7,1,45,4,3,4,39,30,0,11,0,97723,0
4,14,1,40,2,0,4,39,24,0,15,0,233499,1
2,11,1,15,2,0,4,39,76,0,11,0,259612,0
4,3,1,40,5,3,4,26,25,0,11,0,236977,0
4,8,0,56,4,3,4,39,39,0,7,0,347814,0
2,10,0,40,0,4,2,39,36,0,9,0,197495,0
4,7,0,40,4,3,4,39,23,0,2,0,227594,0
4,7,0,40,0,4,4,39,60,0,5,0,165441,0
0,0,1,30,4,3,2,39,20,0,15,0,337488,0
4,3,1,40,2,0,2,14,54,0,3,0,167552,1
4,12,0,40,4,1,4,39,20,0,15,0,396722,0
1,1,1,40,4,3,4,39,22,0,11,0,146538,0
4,10,0,20,4,3,4,39,24,0,9,0,51973,0
4,3,1,40,2,0,4,39,41,0,11,0,144778,0
4,3,1,40,2,0,4,39,35,0,15,0,169672,0
4,6,1,55,4,1,4,26,23,0,4,0,240137,0
7,4,1,50,2,0,4,39,54,0,10,1902,103179,1
4,6,1,16,4,3,4,39,17,0,1,0,172050,0
4,1,0,40,4,4,4,39,43,0,11,0,178976,0
4,3,1,42,0,1,4,39,33,0,2,2258,176185,0
4,10,0,40,4,3,1,0,30,0,14,0,158200,0
1,1,1,40,0,1,4,39,38,0,15,0,172571,1
6,8,1,45,2,0,2,39,54,0,11,0,226735,0
4,7,0,52,4,1,2,39,39,0,11,0,148015,0
4,13,1,40,5,1,0,39,32,0,15,1980,199529,0
2,1,1,40,2,0,4,39,61,2885,5,0,35001,0
0,0,0,35,2,5,2,39,24,0,8,0,67586,0
4,4,1,40,4,3,4,39,22,0,9,0,88126,0
4,8,1,40,2,0,4,39,34,0,11,0,226296,1
4,9,0,20,4,3,2,39,18,0,0,0,452452,0
4,3,1,25,4,3,4,39,20,0,11,0,378546,0
1,13,1,40,0,4,4,39,53,0,11,0,186087,0
4,1,0,40,4,1,4,39,32,0,15,0,27856,0
6,8,1,30,2,0,4,39,68,0,15,0,234859,0
4,8,0,15,5,4,4,39,28,0,15,0,71733,0
4,14,1,40,2,0,4,8,28,0,15,0,207473,0
4,10,1,56,2,0,2,14,54,0,15,0,179291,1
0,0,1,48,4,3,4,39,21,0,15,0,253190,0
4,4,0,40,5,4,4,0,52,0,9,0,92968,0
4,3,1,40,2,0,4,39,25,0,15,0,209286,0
4,10,1,50,2,0,1,19,30,0,12,0,122889,1
4,8,1,32,4,1,4,39,33,0,15,0,112358,0
4,13,0,40,4,4,1,19,49,0,9,0,176341,0
4,8,0,30,6,1,3,39,58,0,5,0,247276,0
4,10,1,24,2,0,4,39,45,0,8,0,276087,1
4,14,1,40,2,0,2,39,67,10566,5,0,257557,0
2,10,1,50,0,1,4,0,42,0,9,0,177937,0
5,8,1,40,2,0,4,39,69,0,11,0,106395,1
4,4,0,40,0,1,4,39,61,0,11,0,167138,0
4,3,1,40,2,0,4,39,34,0,15,0,213887,0
4,3,1,45,2,0,4,39,28,0,15,0,185647,0
4,7,0,34,4,3,4,39,19,0,11,0,143360,0
6,3,1,40,2,0,4,39,31,0,15,0,176862,0
1,4,1,40,4,1,4,39,32,0,15,0,97614,0
0,0,1,20,2,0,4,39,76,0,14,1258,224680,0
4,4,0,60,4,1,4,39,53,0,7,0,196763,0
4,1,0,37,4,4,4,39,46,0,11,0,306183,0
6,5,1,40,2,0,4,5,43,4508,5,0,343061,0
0,0,1,40,2,0,4,39,48,0,11,0,193047,1
4,5,1,99,2,0,4,39,39,0,15,2415,348521,1
4,14,1,40,0,1,4,39,59,0,5,0,195835,0
4,12,0,38,4,3,4,39,19,0,15,0,106273,0
4,7,1,40,2,0,4,39,40,0,15,0,222756,1
5,5,1,50,2,0,4,39,63,0,0,0,110610,0
0,0,0,10,0,4,4,31,44,0,15,0,191982,0
4,12,0,40,0,4,4,39,46,0,15,0,247286,0
4,7,1,40,4,4,4,39,22,0,0,0,219042,0
4,10,1,45,4,1,4,39,36,0,7,1669,224566,0
4,3,1,40,2,0,4,39,57,0,15,0,204751,1
4,8,1,25,4,2,4,39,58,0,11,0,113398,0
0,0,1,28,4,1,1,36,25,0,9,0,170428,0
4,14,1,35,2,0,4,39,59,3103,15,0,258579,1
4,3,1,45,2,0,4,39,36,0,11,0,162424,0
4,4,1,45,2,0,4,11,29,0,12,0,263005,0
5,10,1,45,0,4,4,39,49,6497,9,0,26502,0
4,12,1,55,2,0,4,39,42,0,7,0,369131,1
2,14,1,17,2,0,4,39,43,0,15,0,114859,0
4,4,1,40,2,0,4,39,46,0,11,0,405309,0
2,4,0,12,4,1,4,39,43,0,15,0,323627,0
4,14,0,40,0,4,4,39,40,0,7,0,106698,0
4,14,1,40,2,0,4,39,43,0,2,0,51506,0
4,1,0,32,6,1,4,39,48,0,11,0,117251,0
4,6,1,28,4,3,2,39,26,0,11,0,106705,0
4,1,0,35,2,5,4,39,30,0,8,0,217296,0
4,12,1,40,2,0,4,39,58,0,15,1887,34788,1
4,5,1,40,0,1,2,39,43,0,11,0,143368,0
2,8,1,40,2,0,2,39,53,0,11,0,86600,0
7,12,1,16,5,1,4,39,74,0,15,0,117017,0
0,0,0,8,6,4,4,39,64,0,15,0,104756,0
4,10,1,40,2,0,4,39,45,0,9,0,55720,1
7,7,0,10,4,3,4,39,32,0,4,0,481096,0
0,0,0,40,4,3,2,39,23,0,0,0,281668,0
4,12,0,40,2,5,4,39,38,0,15,0,186145,1
6,12,1,40,2,0,4,39,42,0,9,0,96524,1
2,11,1,40,4,4,3,39,24,1151,15,0,187397,0
4,12,1,35,2,0,4,39,63,0,11,0,181153,0
2,1,0,35,4,3,2,39,25,0,15,0,375170,0
4,3,1,40,2,0,2,39,37,0,15,0,360743,0
6,3,1,40,2,0,4,22,28,0,11,0,420054,0
4,8,1,40,2,0,4,39,31,0,15,0,137681,0
4,10,1,50,2,0,4,39,46,99999,14,0,28419,1
4,12,1,44,0,4,4,39,44,0,9,0,101214,1
2,10,0,40,4,1,4,39,42,0,12,0,213019,1
4,4,1,40,5,4,4,39,45,0,10,0,207540,1
4,12,1,60,0,1,4,39,52,0,9,0,145333,0
4,4,1,40,2,0,4,39,40,0,9,0,107306,1
4,12,1,40,4,3,4,39,26,0,11,0,195327,0
4,3,1,40,5,1,4,0,55,0,9,0,196126,0
4,8,0,14,4,3,4,39,17,0,0,0,175465,0
4,8,1,40,2,0,4,39,27,0,15,0,197905,0
5,4,1,50,2,0,4,39,71,20051,15,0,118119,1
4,10,1,50,2,0,4,39,35,0,9,0,172571,0
4,8,1,16,4,3,4,39,17,0,0,0,25051,0
4,14,1,52,2,0,4,39,26,0,11,0,210714,1
4,7,0,35,4,1,4,39,22,0,15,0,183083,0
4,4,1,60,2,0,4,39,51,0,9,0,99185,1
4,3,1,40,2,0,4,39,33,0,15,0,283921,0
2,4,1,50,2,0,2,39,41,0,7,0,396467,1
4,4,1,50,2,0,4,39,50,0,12,0,158680,1
4,1,0,40,2,5,4,39,26,0,11,0,202091,0
4,6,0,40,4,1,2,39,21,0,11,0,285127,0
4,7,1,40,2,0,4,39,53,0,11,0,218630,1
5,4,1,40,2,0,4,39,32,0,11,0,99309,1
4,12,0,20,4,3,4,39,19,0,15,0,165505,0
4,1,0,35,4,3,4,39,22,0,9,0,122272,0
4,4,1,60,2,0,4,39,58,15024,11,0,147707,1
1,4,1,60,3,1,4,39,47,0,9,0,44257,1
5,4,1,45,2,0,4,39,51,0,15,0,194995,1
7,4,1,48,2,0,4,39,42,0,9,0,345969,1
4,4,1,40,4,3,4,39,28,0,9,0,31842,0
4,1,0,35,2,5,1,40,29,0,11,0,143582,0
4,4,1,50,2,0,4,39,50,0,11,0,161438,1
4,8,0,30,4,1,4,39,22,0,15,0,317019,0
6,8,0,45,0,1,4,39,47,0,15,0,158451,0
4,12,0,27,6,4,4,39,60,0,15,0,225883,0
6,12,0,40,2,3,4,39,46,7298,11,0,176319,1
5,10,1,60,2,0,4,39,58,0,9,0,258883,1
4,1,0,40,6,1,4,39,62,0,15,0,26966,0
4,10,1,40,2,0,4,0,47,0,12,0,202812,1
4,7,0,40,6,1,4,39,59,0,11,0,35411,0
4,8,0,40,5,4,4,26,41,0,11,0,190885,0
4,1,0,37,2,5,4,39,31,0,11,0,182162,0
4,1,0,40,4,3,4,39,18,0,11,0,352640,0
6,3,1,50,2,0,4,39,64,0,11,0,213945,0
6,14,1,65,2,0,4,39,51,0,11,0,135102,0
6,12,1,35,4,1,4,39,47,0,9,0,102583,0
4,12,1,35,6,1,4,39,68,0,9,0,225612,1
4,8,0,40,2,5,3,39,32,0,11,0,241802,0
4,6,1,43,2,0,4,26,39,0,6,0,347434,0
4,4,0,48,0,1,4,39,37,0,7,0,305259,0
4,8,0,40,4,3,4,39,29,0,11,0,140830,0
4,5,1,40,2,0,3,39,44,0,11,0,291568,0
4,10,1,40,2,0,4,39,46,0,14,0,203067,1
6,3,1,40,2,0,4,39,40,0,6,0,155106,1
0,0,1,35,4,3,2,39,19,0,11,0,252752,0
0,0,1,30,2,0,4,39,65,2414,11,0,404601,0
2,1,0,40,2,5,4,39,52,0,9,0,100226,1
4,4,1,40,2,0,4,39,40,0,9,0,63503,1
4,8,1,40,0,1,4,39,61,0,6,0,95929,0
4,4,1,50,2,0,4,39,30,0,11,0,187618,0
6,8,1,40,2,0,4,39,61,0,1,0,92178,0
4,14,1,84,2,0,4,39,33,0,8,0,220362,1
2,10,1,65,2,0,4,39,32,0,9,0,209900,1
4,1,0,40,4,1,4,39,32,0,7,0,272376,0
6,10,1,35,0,2,4,39,32,0,9,0,173854,1
4,12,1,40,0,1,4,39,37,0,11,0,278924,0
4,3,1,45,2,0,4,39,53,0,1,0,324568,0
5,12,1,40,2,0,4,39,51,0,12,0,124963,1
4,12,1,45,4,1,2,39,29,0,8,0,211299,0
4,7,1,40,2,0,4,39,48,0,11,0,192791,0
4,14,1,40,4,1,4,39,69,15831,11,0,182862,1
4,13,0,40,4,1,4,39,28,0,12,0,46868,0
2,10,0,40,6,1,4,39,55,0,9,0,31365,1
4,3,1,40,2,0,4,39,45,15024,8,0,148171,1
4,8,0,20,4,3,4,39,18,0,15,0,142647,0
4,3,1,40,2,0,4,39,60,0,5,0,116230,0
4,7,1,40,0,4,4,0,38,0,11,0,108907,0
4,1,1,10,4,3,4,39,19,0,15,0,495982,0
4,3,1,25,4,3,4,39,18,0,1,0,334026,0
4,8,1,40,2,0,4,39,33,0,15,0,268571,0
4,13,0,40,0,4,4,39,33,0,15,0,213813,0
4,10,0,45,4,1,4,39,29,0,12,0,241667,0
4,12,1,45,2,0,4,39,37,0,15,0,160920,0
4,14,1,50,2,0,4,39,50,0,11,0,107265,1
0,0,1,10,4,3,4,39,19,0,15,0,41609,0
4,1,0,35,6,4,4,39,28,0,0,2238,129460,0
0,0,0,7,2,5,4,39,43,0,9,0,109912,1
4,8,0,35,4,3,4,39,23,0,15,0,167424,0
4,3,1,40,2,0,4,39,47,0,5,0,270079,0
4,13,1,35,4,3,4,39,21,0,15,0,325923,0
4,8,0,12,4,3,4,39,19,0,15,0,194905,0
2,10,0,50,2,5,4,39,47,0,9,0,183486,1
1,10,1,40,2,0,4,39,36,0,12,0,153066,1
5,5,1,60,2,0,4,39,62,0,9,2415,56248,1
4,13,1,40,2,0,4,39,65,0,11,0,105252,1
6,10,1,45,2,0,4,39,46,0,14,1902,168195,1
4,3,1,40,4,3,4,39,35,6849,1,0,167735,0
4,7,1,40,2,0,4,39,50,0,6,0,146310,0
4,12,0,6,4,3,4,39,20,0,15,0,256504,0
4,1,0,16,4,3,4,39,17,0,1,0,121425,0
4,3,1,40,2,0,4,39,33,0,15,1740,146440,0
0,0,0,40,0,1,4,39,57,0,15,0,155259,0
6,10,1,50,2,0,4,39,53,0,9,0,98829,0
5,12,1,40,2,0,4,39,47,0,9,0,239321,1
5,12,1,35,2,0,4,39,62,0,12,0,134768,0
4,8,1,40,0,1,2,39,35,0,11,0,556902,0
4,1,0,43,4,1,4,39,27,0,9,0,47907,0
4,13,1,50,4,3,4,39,23,0,11,0,114357,0
